id,time_hr
SUo0wzA9,6.553143410077523
XbnRjjSg,6.1859135740663245
9tsKhwvT,5.849521884725895
hbAe5rJU,6.245820893309594
ozDxQ8WX,6.500648818107529
MaUyNQmf,6.887261154894857
9L4qD5x8,5.731536823175506
TYx4L4r7,7.176734298963815
nuiH6VGm,7.046573402063755
f7npv3uC,6.324901763544689
Wz0yRYBG,5.890135412906793
9P5ChMEG,6.137433318614039
J3yaI0bF,5.7839125462420045
Mnvmxhib,5.918846500331316
0PYfTP7M,6.347406671314118
zXpt2OGb,5.9579615849605565
onyRs9qA,5.702409708868068
xvUhlca8,4.671237191539518
AwQAibcy,5.345830146522033
hCxvGDp6,6.084322276799282
xguqi9eU,5.638442276690807
iqky2FRn,6.248118794616233
EyUW6k0a,5.0258073553997615
Y111uHh3,5.641344277327744
JxFXXm6i,5.819414412064141
DAwNQBu0,6.2844336200459745
RxaPCWvb,6.342057035712843
Mkn1txPX,5.760645179884321
zcMqiYn6,7.157322270135564
RxzJzbFi,6.60093562570277
LeXlNTWj,6.9256832678540885
X4qyytTN,5.369327153187891
9udhqxIu,6.379642035917771
wghGyplb,6.043938412737143
Nlkqm4np,5.446149330296607
ewhmQEvU,6.557088456970684
kcu5h2XB,7.202651324215094
82kVjxIF,6.275557287191481
A5nFupiT,6.645926554201033
ebNI1Pwa,5.503864908747058
gY3BXd5W,5.079255013117545
ZyBcMh6R,6.35444058099041
TefiqzqV,5.63185371458761
aTSRImaV,7.010981349550213
n81QMc6J,6.9935835764981595
izqofaS8,5.8482665877918265
xRLpuaL2,6.012351741531934
R7x8bCpT,6.941988979390066
z2lgpOW4,5.367224367826215
10xaaev6,6.222636121409665
f4k2YWZh,6.266058897596244
5PEpmfFv,6.502614619235569
PTvQyl1f,4.836836635867939
pinp56vr,5.4356166631260825
5MC2SeVI,5.983152408504471
2zj3SZAk,6.228844734547944
zrt6RYgQ,5.354960608927999
2y8euQnY,6.827432412565783
Xe47LXng,6.51252346155569
XJKsmdRs,6.430904586392094
lTMU00Fh,6.904466650517765
YiDdxFl6,6.026546482642863
azBP6FCW,5.717369991950422
RxS2EajJ,5.790740592094346
RN20bkh8,6.429601541543856
OTTvl0NJ,5.7010738275965
cu2eEXnA,5.435517579524646
8FtOahsd,4.960842720599967
8kwOrrcg,6.835160101327738
Wn826SSc,6.1939461057309275
1fL1oF40,7.13832564530261
n5TGocAG,5.486210556801492
hxFJai7p,5.36006714559095
TPiW4UJ1,6.531241688576802
g8LE89MG,7.7239986459335865
cColQR0I,5.72152592506336
QS5misbe,5.962394888980432
4tnETmQS,5.3443923083594775
AuNVLFKw,5.9123754329911815
psI8aX1V,5.893851116070154
e53jOqfN,5.132331203479632
eHn7G9kj,6.673904047404252
WDWOhJFw,7.032799819753477
K8E4mnRp,6.231952544788048
nz6zVxSA,5.906639533810204
l8yyi5zq,5.406935917271175
On0mJw6h,6.495861012318132
X73XMzUm,5.9702244275075484
topL1SZM,5.561347611201637
m8vG4VT2,6.216100973312321
t9egasFI,6.093476266654665
BRlOWhE6,6.0371727238945585
6IDjFDe5,6.055941252915779
vTYfZije,7.057784265232252
Pwk1KeVk,5.413347802745818
7GB2Di7L,5.786579890003095
fpsvNUP2,5.371280802838532
qmaHl9we,5.695804755617219
UsQ2FPLE,6.089112822460631
foOmmCfU,6.115333282139123
TsvBGOGT,6.0003906852845335
vZqrZAhA,5.708182745813605
qYXdZzOp,6.534262817299347
mcHbjWl8,6.466025668092323
YZCGTpCE,5.547441070165795
mqZR11fJ,6.208995784982817
jAi3bYqO,5.7446297803304995
IqtIOu9z,6.653647581547284
7NBOxooI,5.798349972054419
MCToR68e,6.948445390538504
QsFPTFHV,5.333511211809457
Mxa8vgdL,5.979387359472129
yrDH2iFL,6.321029323991392
Vyq6mnAj,5.851504939873508
PYnFdtlU,5.359882888945421
VST3Jq2p,6.3819211847515875
5mVnxjKe,5.134271272923833
ICmtxVib,5.6478986478245705
cjLRkmvH,6.279490509486962
bXOFCPNJ,6.553402869218652
jK7PBdel,6.907457979486886
qcX8RNRb,6.284216900024304
RBRt3nGN,5.182342236865652
PehZjRsN,5.860879454330739
UHzmR8XE,6.1420956831109725
HbDxQxDy,6.564828316808809
oKPkeMXn,5.438244717291125
5uILM3Ud,5.892561314933689
z285xd2z,6.014090815920336
7b3RjHuL,6.378300812822917
aYx0v8DL,5.500322201591206
NVTKqMMG,5.577299037470367
dFWJKG3O,5.430553987233232
5vjaB5ij,6.5277886733014245
H002esWR,5.50553045136237
9xM4ORbg,6.021642931207964
fKVTYE3c,6.8555882047241274
we5EI7pF,7.597966812339813
4ldOOV59,5.971206105153542
Lh44j4Yh,6.783020536822869
o103GiYs,6.193053291040249
0mXg0eF5,6.478162790279484
3G1Q29aq,6.063320160702149
NntJ6WIP,5.400451370023839
EJimyv5T,5.493318651155234
PrSKnWox,6.355917461754255
8zQTMzGH,5.7905426391664
TCTDqpN2,5.295977223530091
ree9ITOt,5.091643014227217
cQ3pfJHF,6.166332192006045
PT1KUWN6,6.998932924980001
L4iDBllL,5.609020786515851
fwxEhFD7,5.947409771502623
B5QnIPUc,6.330729973707108
Xhxk7TEV,6.472885892547108
COk4cIl9,6.176142297449522
aLKhoPX7,6.0469623653210425
oqmgrI3Y,6.652427868455924
Mi4vU3Vu,5.853968633092122
nkxfbpMw,5.984587398213595
6k5qQfH9,6.02485132677154
pA3TgvVp,6.053927917119528
bjEJEOae,6.349243838922498
U4S90DtP,5.455341115189533
ZQn3Cm5l,6.449658052998123
67boaZe9,6.278727582428188
H3GOobgY,5.715460053734409
PonmqbRL,6.39018749937615
OU0xck0C,6.666015317006073
nbZtxjID,6.234064915402349
XxGeVkM1,6.117019371881156
BLZ5X4om,6.57250715385749
vqjxQC8B,6.667364151321093
SeFABy5O,6.974030450173646
cvUiIJdZ,5.915868319990434
krNWDKg3,7.195632192169624
4qtju4Ep,5.770993607447359
vL8VXqeO,5.952553703493994
MT5nS4B2,5.970646303696552
rXhkTCF5,5.687054011936169
LVgme3ps,5.611275845175619
EMyLU477,5.814010493800699
IiBQZXJG,6.508212655376942
1nIEIioA,6.294553548016176
iAXTnpqB,5.290755080597638
BlApFf1U,5.523726364699332
sMqPh3FS,6.204476009244373
3CSLiYKI,6.092264106963425
79KbJ4dx,4.950451449446984
2sxYLyE9,7.137869068159365
yIygCJWC,5.274358569516739
Pv4rZJB9,5.2911188022028535
tYLDIwgU,5.773631840417152
7gPPQGch,6.448774352748487
CD1jXfpF,5.503244467426827
D3B1OiJF,6.224800368315848
edeRT3OD,5.663846950580527
vAgo7WDx,6.19267999523906
LYGNjXWf,6.125309362362954
h5nh0bwK,5.6928486455661425
QnCV3XOi,6.376102716874035
sRl27Iu9,6.017113173747899
n8pqffqC,5.779282976258378
HTNnrirh,5.824476031172861
0nfQCUsy,5.618626937857891
W5Ias7HO,6.513120675575628
PTY2sM7u,6.406804043087867
pUMomfh3,5.6461909365462715
qJ5jY9iK,4.788663832762824
bxqNb7Ou,6.178588374251857
24NXkDdk,5.635810625601585
OBzM2ugP,7.076460608135099
1ikghA2S,6.488114662439693
JXiQerq2,5.650513988217452
nzlgnTOA,5.73524796571144
LCYEzT6F,6.532718827143368
P9T8i9pA,6.029669022042588
L5m7eY0D,6.600383340139808
KNorpjw0,7.486437199114046
8bJ4QRUI,6.0230414884556085
6Xhp4xUK,6.655033172392429
Hj6gki1x,6.089799013075298
csYmseQM,7.2028536481598495
FuQSk1dv,5.719625147591317
w1mJMyHO,5.99714122285937
L7zacQfq,5.818618119017016
KZYvqgdX,5.160914057759518
z1vI0jXM,5.3213707658169405
c9GEPe1x,5.71934189233188
fWanSzm6,6.397091986566541
ySa1GQUJ,5.872093466376097
XyH25tDW,6.6024581640776185
pwbLt5Yc,5.770892340896517
fzhNiCEe,6.826834503748962
ICtcLHuA,6.007537549816581
FTPp14KR,6.419483433305762
aodFiREl,6.04876522555634
80l9uk0U,5.912883794579252
Cbr116Mx,5.859032754976825
tnheoro5,6.636856935993532
QGT5ulQq,5.721994148117382
0EEOgmDj,5.440056548670691
aM7WJiqC,5.7579115183331115
Z80O9Tbe,6.860765119227243
vi8xv9Zx,6.064592918788631
RvtTwM39,5.8772918043701425
v3JRti5Z,5.846312164327202
pZNFK64y,6.32771969004395
aGaTnQaL,4.891078047941206
cSS9MxKc,6.155805299712769
e6jMZsTZ,6.519955640835247
SVf0DtjM,6.309371201692945
SYOR6yMA,5.984021900406357
zVlyRH9z,5.886220962721616
Np5xErup,5.30631659570639
sthfa8vt,6.097568945436448
TsJxaVXn,6.3873985644858084
mwsWqyOi,6.3580817803937455
Vzv9QR11,6.248381511143557
g7uXQKoZ,4.966097960993728
smUHOseN,6.120155562294346
JxrmeQxe,6.065574109697165
KKw0QIAk,5.530766216007432
GhVE9FiO,5.805541016749201
eublk0ET,6.053093159978812
Qh9HWDaY,5.644014623454303
FiY6KTSd,5.856772109430445
RgnLRhHg,5.827454044146781
IqlHiP25,6.258271182820938
Q2V7Vtim,6.402325702814803
AuPMgK2V,5.799895590808572
T7cemMTH,5.687574750110974
BpAC3LrD,6.838834602434231
b5VNQOBF,5.218309754373644
YTLPyDNL,6.492630663306242
WqVIrnPw,6.087796426103816
GzWNwIUo,5.260919250323059
xRqtKQ9E,5.91152474816075
HxNlbWUL,6.039457301516118
Sz2xjgb6,6.778550614287284
4Up0KuFN,6.517858093784463
ZGiJDv1H,5.931315263081365
lfUmpeWM,6.140154642513531
5SKdyeeu,5.758252930175349
jmHjIPDQ,6.5076384824004325
sjKBw7IK,5.90164132863742
yCGSbDZw,5.192755632704741
UtQeLyEz,6.314949684554852
aom8sXOb,7.357283862222289
KwarRmoB,6.815353016749795
GemLUI2P,5.098843166627584
Dxy24Gbb,6.42866871184505
geNHghP1,5.7467200554951585
mxd2TvnY,6.134870711083592
CDTixZsQ,6.445483394991437
j0yOqZFf,6.0998253362243595
VEqnUdEL,6.011313030866203
KgGzm7sv,5.358669130404629
6bFZIVxm,5.62854622827015
JTzi4Ofn,5.539192188838763
xCvPFNZZ,6.018625270893389
q5MCgiss,5.302284613676479
FPLa0tyw,6.564501177495076
q2bYFkds,6.4207636490645115
4xjO61zl,5.591766983191583
yzF6YLUd,6.4538603628812865
mM4hV2Yx,7.218611559638585
iNl3Gf2v,5.894568484605185
AwcWqqvi,6.552815868584074
kqcWyk7r,6.624391678676643
YC5IU3jz,5.429045279667524
9m1QQDFk,6.883276689396749
cxpZ6tTF,6.500451338677542
gUgWrgv6,6.311013599247502
ZqF8YADY,6.741665061052626
jz8bcsM8,6.2291315369157
8FlXcOf3,6.582865458932033
7i1e8geB,6.352838183850598
fRsF1mke,5.314098379321438
8ITfbYkE,5.902256752779212
JvZwLiTv,6.345271997640331
HsAI9MwD,5.831124425962457
PyYNd9kt,6.208674418781922
