Subject,A,B
202,6.61,57.52
203,5.63,58.14
204,5,57.37
205,5.56,59.84
206,5.29,57.66
207,7.79,58.93
208,5.27,56.52
209,5.42,57.26
210,5.31,56.42
211,5.72,56.95
212,4.98,56.92
213,5.48,56.96
214,5.15,57.61
215,7.52,59.03
216,6.09,56.78
217,5.44,62.42
218,5.37,56.96
219,7.59,58.02
220,5,58.65
221,7.3,59.49
222,4.99,60.81
223,8.67,57.17
224,4.99,56.63
225,5.23,57.65
226,5.09,57.88
227,5.1,58.43
228,6.44,59.28
229,6.28,58.16
230,5.03,57.46
231,5.93,58.24
232,5.16,57.87
233,6.08,57.6
234,5.9,57.8
235,6.96,56.54
236,6.17,59.82
237,9.04,56.66
238,9.66,58.17
239,5.07,56.43
240,5.17,57.41
241,5.39,56.95
242,5.93,56.44
243,5.48,56.43
244,4.98,57.65
245,6.57,57.02
246,5.07,58.75
247,6.3,56.83
248,4.98,58.05
249,9.33,57.47
250,5.39,57.67
251,9.42,57.3
252,4.99,56.41
253,6.54,57.22
254,5.01,57.31
255,5.76,57.16
256,4.98,56.78
257,5.4,59
258,5.93,62.76
259,8.64,58.73
260,5.01,62.85
261,6.2,57.69
262,10.48,56.42
263,5.46,56.8
264,9.8,58.09
265,5.58,56.76
266,8.79,57.5
267,5.01,58.64
268,9.05,57.53
269,5.23,57.97
270,4.98,56.49
271,5.01,56.54
272,6.16,59.22
273,4.99,62.63
274,5.75,57.43
275,9.87,57.25
276,5,59.99
277,7.66,58.87
278,5.19,56.41
279,7.87,58.06
280,6.17,56.44
281,6.8,60.87
282,5.01,57.65
283,5.15,56.57
284,5.55,59.77
285,5.97,61
286,5.45,58.61
287,6.4,56.61
288,6.62,57.49
289,5.02,56.63
290,6.09,57.86
291,5.88,59.6
292,5.41,56.5
293,7.68,58.24
294,8.96,61.2
295,6.35,56.41
296,10.01,57.11
297,5.8,60.67
298,7.72,56.82
299,5.26,56.69
