Subject,A,B
280,-0.5,87.32
281,-2.9,86.35
282,2.36,88.17
283,2.37,88.22
284,-0.55,83.81
285,2.02,88.18
286,1.85,86.37
287,1.59,88.28
288,-0.01,88.2
289,1.02,84.53
290,1.08,88.25
291,1.67,87.34
292,2.37,88.18
293,1.71,87.22
294,2.23,87.45
295,-1.46,84.31
296,2.32,86.34
